source,target,relation,source_name,target_name,source_file,evidence_text,block_id,triple_id,confidence,status,evidence_count
node_f147dfc61f3d,node_00bcf8859376,是一种,循环神经网络,数据驱动的预测方法,inputs/triples_all_reviewed.json,"在智能网联汽车相关研究中,循环神经网络是一种数据驱动的预测方法。",chunk_000295,triple_pred_000202,0.9665,normal,1
node_f147dfc61f3d,node_4cc38cf8a49d,是一种,循环神经网络,神经网络,inputs/triples_all_reviewed.json,"在智能网联汽车相关研究中,循环神经网络是一种神经网络。",chunk_000295,triple_pred_000203,0.9679,normal,1
node_6f67e210807b,node_09e78cabaa14,是一种,摄像头,车载传感器,inputs/triples_all_reviewed.json,"在智能网联汽车相关研究中,摄像头是一种车载传感器。",chunk_000305,triple_pred_000332,0.9649,normal,1
node_a8517a418c89,node_32bf77ef383c,是一种,数据级融合,多传感器融合方式,inputs/triples_all_reviewed.json,"在智能网联汽车相关研究中,数据级融合是一种多传感器融合方式。",chunk_000310,triple_pred_000374,0.9704,normal,1
node_96e03e889b27,node_8908774755c7,是一种,斯麦斯网络,相似性度量方法,inputs/triples_all_reviewed.json,"斯麦斯网络是一种相似性度量方法,适用于类别数多,但每个类别的样本数量少的情况下,用于类别的识别、分类。",chunk_000055,triple_pred_000069,0.9619,normal,1
node_3034320fb8b2,node_e7cabc5e8830,是一种,无模型的强化学习,强化学习,inputs/triples_all_reviewed.json,"强化学习算法根据智能体是否需要对环境动态进行显式建模,可分为两大核心类别：基于模型的强化学习和无模型的强化学习。",chunk_000240,triple_pred_000075,0.9528,normal,1
node_877b2d9fb802,node_ecadb4819c9f,是一种,毫米波雷达,雷达传感器,inputs/triples_all_reviewed.json,"在智能网联汽车相关研究中,毫米波雷达是一种雷达传感器。",chunk_000297,triple_pred_000233,0.9612,normal,1
node_56f1acd14891,node_78bc703ec965,是一种,汽车DR,自主式车辆定位技术,inputs/triples_all_reviewed.json,常用的定位技术有 DR汽车 DR 是一种常用的自主式车辆定位技术。,chunk_000180,triple_pred_000072,0.9541,normal,1
node_960b7a7623fc,node_4cc38cf8a49d,是一种,深度神经网络,神经网络,inputs/triples_all_reviewed.json,"从智能网联汽车技术分类角度来看,深度神经网络属于神经网络。",chunk_000298,triple_pred_000239,0.9646,normal,1
node_6c7a3175679b,node_32bf77ef383c,是一种,混合式融合,多传感器融合方式,inputs/triples_all_reviewed.json,"在智能网联汽车相关研究中,混合式融合是一种多传感器融合方式。",chunk_000309,triple_pred_000373,0.9706,normal,1
node_f4d9819f4151,node_139c75f21093,是一种,滑模观测器,SOC预测算法,inputs/triples_all_reviewed.json,"从智能网联汽车技术分类角度来看,滑模观测器属于SOC预测算法。",chunk_000298,triple_pred_000246,0.971,normal,1
node_84f82798d55d,node_c9c7731e36a4,是一种,激光测距仪,测距器,inputs/triples_all_reviewed.json,"从智能网联汽车技术分类角度来看,激光测距仪属于测距器。",chunk_000298,triple_pred_000247,0.9624,normal,1
node_ab41bf10ba91,node_09e78cabaa14,是一种,激光雷达,车载传感器,inputs/triples_all_reviewed.json,"从智能网联汽车技术分类角度来看,激光雷达属于车载传感器。",chunk_000299,triple_pred_000249,0.9587,normal,1
node_1ccc047239bd,node_32bf77ef383c,是一种,特征级融合,多传感器融合方式,inputs/triples_all_reviewed.json,"从智能网联汽车技术分类角度来看,特征级融合属于多传感器融合方式。",chunk_000310,triple_pred_000375,0.9658,normal,1
node_4a203dfe970f,node_f6502e3c2a44,是一种,生成对抗网络,神经网络模型,inputs/triples_all_reviewed.json,"从智能网联汽车技术分类角度来看,生成对抗网络属于神经网络模型。",chunk_000299,triple_pred_000256,0.9679,normal,1
node_cd40f087e321,node_c360900d1871,是一种,电子控制单元,车载专用微机控制器,inputs/triples_all_reviewed.json,"在智能网联汽车相关研究中,电子控制单元是一种车载专用微机控制器。",chunk_000308,triple_pred_000359,0.9675,normal,1
node_7577215f7c3d,node_139c75f21093,是一种,电池内阻预测法,SOC预测算法,inputs/triples_all_reviewed.json,"从智能网联汽车技术分类角度来看,电池内阻预测法属于SOC预测算法。",chunk_000299,triple_pred_000257,0.967,normal,1
node_2bda6509f6e5,node_8d85d104c303,是一种,稀疏光流,光流,inputs/triples_all_reviewed.json,"从智能网联汽车技术分类角度来看,稀疏光流属于光流。",chunk_000300,triple_pred_000262,0.9662,normal,1
node_16e2c03601af,node_2f258185c5e0,是一种,自动编码机,深度学习常用模型,inputs/triples_all_reviewed.json,"在智能网联汽车相关研究中,自动编码机是一种深度学习常用模型。",chunk_000301,triple_pred_000267,0.9686,normal,1
node_a880e78a26a1,node_7322afb3bcb7,是一种,行人再识别,目标检索问题,inputs/triples_all_reviewed.json,"从智能网联汽车技术分类角度来看,行人再识别属于目标检索问题。",chunk_000301,triple_pred_000272,0.9666,normal,1
node_ae28c168c2c8,node_ccfe67a6931f,是一种,车路协同,车联网通信机制,inputs/triples_all_reviewed.json,"在智能网联汽车相关研究中,车路协同是一种车联网通信机制。",chunk_000309,triple_pred_000367,0.9847,normal,1
node_875bf42a02b4,node_0a5f360e1f3b,是一种,车载以太网,通信协议,inputs/triples_all_reviewed.json,"从智能网联汽车技术分类角度来看,车载以太网属于通信协议。",chunk_000309,triple_pred_000364,0.9591,normal,1
node_995a677307b4,node_63b4144fc15a,是一种,锂离子电池储能系统,储能系统,inputs/triples_all_reviewed.json,"从智能网联汽车技术分类角度来看,锂离子电池储能系统属于储能系统。",chunk_000304,triple_pred_000313,0.9606,normal,1
node_302fc0c06692,node_f147dfc61f3d,是一种,长短期记忆网络,循环神经网络,inputs/triples_all_reviewed.json,"从智能网联汽车技术分类角度来看,长短期记忆网络属于循环神经网络。",chunk_000304,triple_pred_000314,0.9629,normal,1
node_302fc0c06692,node_00bcf8859376,是一种,长短期记忆网络,数据驱动的预测方法,inputs/triples_all_reviewed.json,"从智能网联汽车技术分类角度来看,长短期记忆网络属于数据驱动的预测方法。",chunk_000304,triple_pred_000315,0.9634,normal,1
node_8d78908ba4fd,node_32bf77ef383c,是一种,集中式融合,多传感器融合方式,inputs/triples_all_reviewed.json,"从智能网联汽车技术分类角度来看,集中式融合属于多传感器融合方式。",chunk_000309,triple_pred_000371,0.9657,normal,1
node_dd4de0f9ecd1,node_0c5827393484,是一种,马尔可夫决策过程,决策过程,inputs/triples_all_reviewed.json,"从智能网联汽车技术分类角度来看,马尔可夫决策过程属于决策过程。",chunk_000304,triple_pred_000318,0.9588,normal,1
node_4197535f9f52,node_ffb53ba74229,是一种,高层次综合技术,数字系统设计自动化关键技术,inputs/triples_all_reviewed.json,"从智能网联汽车技术分类角度来看,高层次综合技术属于数字系统设计自动化关键技术。",chunk_000305,triple_pred_000330,0.9582,normal,1
node_78796d45ef66,node_a529bd692d16,用于,3D CNN,人体动作识别,inputs/triples_all_reviewed.json,"卷积神经网络应用于人体动作识别,有一种3D CNN 人体动作识别方法,通过执行三维卷积计算,在相邻连续图像序列上从时间和空间两个维度提取动作特征。",chunk_000049,triple_pred_000067,0.9628,normal,1
node_fd06839057a1,node_ae28c168c2c8,用于,C-V2X,车路协同,inputs/triples_all_reviewed.json,"在典型智能驾驶技术方案中,C-V2X常用于车路协同。",chunk_000283,triple_pred_000081,0.9846,normal,1
node_97b4b1f743c9,node_160ac0cdca31,用于,CRF-RNN,图像语义分割,inputs/triples_all_reviewed.json,"从智能网联汽车工程应用角度来看,CRF-RNN可用于图像语义分割。",chunk_000283,triple_pred_000083,0.9848,normal,1
node_21552dc5a1bc,node_8c0e8055996f,用于,GPG工具,文件加密,inputs/triples_all_reviewed.json,"从智能网联汽车工程应用角度来看,GPG工具可用于文件加密。",chunk_000285,triple_pred_000098,0.9775,normal,1
node_21552dc5a1bc,node_47827f3607a9,用于,GPG工具,文件解密,inputs/triples_all_reviewed.json,"在智能网联汽车相关任务中,GPG工具主要用于文件解密。",chunk_000285,triple_pred_000100,0.9804,normal,1
node_1776fa32f23e,node_84476c817484,用于,GPS,定位,inputs/triples_all_reviewed.json,GPS和IMU系统通过高频(例如200Hz)收集惯性变化和地理位置估计来帮助自主驾驶汽车定位自身。,chunk_000007,triple_pred_000013,0.9814,normal,1
node_e0ff3f9ec6dc,node_84476c817484,用于,IMU定位系统,定位,inputs/triples_all_reviewed.json,GPS和IMU系统通过高频(例如200Hz)收集惯性变化和地理位置估计来帮助自主驾驶汽车定位自身。,chunk_000007,triple_pred_000014,0.9809,normal,1
node_0f2525d91379,node_f10c906a0528,用于,MS-CNN,道路场景目标检测,inputs/triples_all_reviewed.json,"从智能网联汽车工程应用角度来看,MS-CNN可用于道路场景目标检测。",chunk_000288,triple_pred_000137,0.9846,normal,1
node_2ef4687b8901,node_b6e01734566c,用于,R-CNN,目标检测,inputs/triples_all_reviewed.json,"在智能网联汽车相关任务中,R-CNN主要用于目标检测。",chunk_000289,triple_pred_000142,0.985,normal,1
node_06416897d67f,node_818cadb0bbda,用于,ROS平台,地图建模,inputs/triples_all_reviewed.json,"从智能网联汽车工程应用角度来看,ROS平台可用于地图建模。",chunk_000289,triple_pred_000146,0.9661,normal,1
node_57ee2e07b4d3,node_c1b4ec2e4eb3,用于,SOC预测网络,SOC预测,inputs/triples_all_reviewed.json,"从智能网联汽车工程应用角度来看,SOC预测网络可用于SOC预测。",chunk_000289,triple_pred_000151,0.9867,normal,1
node_8ca7a00bb4f5,node_cf5e689bbc2d,用于,YOLOv5,行人检测,inputs/triples_all_reviewed.json,"在典型智能驾驶技术方案中,YOLOv5常用于行人检测。",chunk_000290,triple_pred_000158,0.9838,normal,1
node_8ca7a00bb4f5,node_4f7756c89b2d,用于,YOLOv5,车辆检测,inputs/triples_all_reviewed.json,"在典型智能驾驶技术方案中,YOLOv5常用于车辆检测。",chunk_000290,triple_pred_000160,0.9853,normal,1
node_c8d28795bc0b,node_87049f2b0984,用于,Zynq解决方案,2D目标检测,inputs/triples_all_reviewed.json,"从智能网联汽车工程应用角度来看,Zynq解决方案可用于2D目标检测。",chunk_000290,triple_pred_000162,0.985,normal,1
node_c8d28795bc0b,node_9dddc2cc6352,用于,Zynq解决方案,3D目标检测,inputs/triples_all_reviewed.json,"从智能网联汽车工程应用角度来看,Zynq解决方案可用于3D目标检测。",chunk_000291,triple_pred_000164,0.9844,normal,1
node_c8d28795bc0b,node_20dddefb9b21,用于,Zynq解决方案,语义分割,inputs/triples_all_reviewed.json,"在典型智能驾驶技术方案中,Zynq解决方案常用于语义分割。",chunk_000291,triple_pred_000166,0.986,normal,1
node_c8d28795bc0b,node_3aef547bc816,用于,Zynq解决方案,车道线检测,inputs/triples_all_reviewed.json,"在典型智能驾驶技术方案中,Zynq解决方案常用于车道线检测。",chunk_000291,triple_pred_000168,0.9834,normal,1
node_524bc595594c,node_d34ff1fb79a9,用于,储能BMS系统,SOC估算,inputs/triples_all_reviewed.json,"在智能网联汽车相关任务中,储能BMS系统主要用于SOC估算。",chunk_000292,triple_pred_000173,0.982,normal,1
node_57cfe2e7c997,node_160ac0cdca31,用于,全卷积网络,图像语义分割,inputs/triples_all_reviewed.json,"将深度卷积神经网络应用到图像语义分割领域,全卷积网络FCN能够端到端得到每个像素的目标分类结果。",chunk_000045,triple_pred_000063,0.854,normal,1
node_6f86771ef347,node_a529bd692d16,用于,卷积神经网络,人体动作识别,inputs/triples_all_reviewed.json,"卷积神经网络应用于人体动作识别,有一种3D CNN 人体动作识别方法,通过执行三维卷积计算,在相邻连续图像序列上从时间和空间两个维度提取动作特征。",chunk_000049,triple_pred_000065,0.9659,normal,1
node_6f86771ef347,node_d656b499d0a8,用于,卷积神经网络,人脸识别,inputs/triples_all_reviewed.json,"在智能网联汽车相关任务中,卷积神经网络主要用于人脸识别。",chunk_000293,triple_pred_000187,0.9871,normal,1
node_6f86771ef347,node_5d3666f3b3c7,用于,卷积神经网络,图像识别,inputs/triples_all_reviewed.json,"从智能网联汽车工程应用角度来看,卷积神经网络可用于图像识别。",chunk_000293,triple_pred_000189,0.9842,normal,1
node_6f86771ef347,node_160ac0cdca31,用于,卷积神经网络,图像语义分割,inputs/triples_all_reviewed.json,"将深度卷积神经网络应用到图像语义分割领域,全卷积网络FCN能够端到端得到每个像素的目标分类结果。",chunk_000045,triple_pred_000064,0.8825,normal,1
node_6f86771ef347,node_0f34924e6ef2,用于,卷积神经网络,手写字符图像的识别,inputs/triples_all_reviewed.json,"卷积神经网络(CNN)最早是在1998 年提出,用于手写字符图像的识别,其网络结构如图所示。",chunk_000043,triple_pred_000060,0.9869,normal,1
node_6f86771ef347,node_4706177134b0,用于,卷积神经网络,物体识别,inputs/triples_all_reviewed.json,"卷积神经网络(CNN)已经被广泛地用于物体识别.用CNN识别了一个物体,下一步就是自动地估计物体移动的轨迹了,或叫物体追踪。",chunk_000010,triple_pred_000020,0.9797,normal,1
node_6f86771ef347,node_eb10ad2b73e2,用于,卷积神经网络,物体追踪,inputs/triples_all_reviewed.json,"卷积神经网络(CNN)已经被广泛地用于物体识别.用CNN识别了一个物体,下一步就是自动地估计物体移动的轨迹了,或叫物体追踪。",chunk_000010,triple_pred_000019,0.9234,normal,1
node_e4082e608d36,node_8e3e793ff2b3,用于,图片标题生成技术,图片内容描述,inputs/triples_all_reviewed.json,"从智能网联汽车工程应用角度来看,图片标题生成技术可用于图片内容描述。",chunk_000294,triple_pred_000196,0.9326,normal,1
node_f147dfc61f3d,node_2ed02dbbdce9,用于,循环神经网络,手写体识别,inputs/triples_all_reviewed.json,"从智能网联汽车工程应用角度来看,循环神经网络可用于手写体识别。",chunk_000295,triple_pred_000204,0.9847,normal,1
node_f147dfc61f3d,node_4b621f7b93f0,用于,循环神经网络,时间序列建模,inputs/triples_all_reviewed.json,"在智能网联汽车相关任务中,循环神经网络主要用于时间序列建模。",chunk_000295,triple_pred_000206,0.9862,normal,1
node_f147dfc61f3d,node_84a852be5572,用于,循环神经网络,自然语言处理,inputs/triples_all_reviewed.json,"在智能网联汽车相关任务中,循环神经网络主要用于自然语言处理。",chunk_000295,triple_pred_000208,0.986,normal,1
node_f147dfc61f3d,node_df3dd6abf404,用于,循环神经网络,语音识别,inputs/triples_all_reviewed.json,"在智能网联汽车相关任务中,循环神经网络主要用于语音识别。",chunk_000295,triple_pred_000210,0.9875,normal,1
node_6f67e210807b,node_4706177134b0,用于,摄像头,物体识别,inputs/triples_all_reviewed.json,"摄像头主要是用于物体识别和物体追踪的任务,比如车道探测、信号灯探测和行人探测等。",chunk_000008,triple_pred_000017,0.9685,normal,1
node_6f67e210807b,node_eb10ad2b73e2,用于,摄像头,物体追踪,inputs/triples_all_reviewed.json,"摄像头主要是用于物体识别和物体追踪的任务,比如车道探测、信号灯探测和行人探测等。",chunk_000008,triple_pred_000018,0.9647,normal,1
node_6f67e210807b,node_7955b91e13af,用于,摄像头,环境感知,inputs/triples_all_reviewed.json,"从智能网联汽车工程应用角度来看,摄像头可用于环境感知。",chunk_000295,triple_pred_000212,0.983,normal,1
node_6f67e210807b,node_43e4d59929bd,用于,摄像头,避障,inputs/triples_all_reviewed.json,"后视摄像头被设计用于近距离避障场景,其硬件结构包含多光谱传感器,通过实时采集路面反射数据并结合深度学习模型进行识别。",chunk_000281,triple_pred_000078,0.8606,normal,1
node_96e03e889b27,node_cddd133102fc,用于,斯麦斯网络,类别识别,inputs/triples_all_reviewed.json,"从智能网联汽车工程应用角度来看,斯麦斯网络可用于类别识别。",chunk_000296,triple_pred_000220,0.9851,normal,1
node_877b2d9fb802,node_3a04a441022a,用于,毫米波雷达,测距,inputs/triples_all_reviewed.json,"毫米波需达主要有用于中短谢旺的 24GHz 和长测距的 77GHz 雷达两种毫米波雷达可有效提取景深及速度信息,有遍各作吉于的3识别障碍物。",chunk_000091,triple_pred_000072,0.9473,normal,1
node_877b2d9fb802,node_b6e01734566c,用于,毫米波雷达,目标检测,inputs/triples_all_reviewed.json,"从智能网联汽车工程应用角度来看,毫米波雷达可用于目标检测。",chunk_000298,triple_pred_000237,0.978,normal,1
node_877b2d9fb802,node_830c509b6d75,用于,毫米波雷达,盲区探测,inputs/triples_all_reviewed.json,"在智能网联汽车相关任务中,毫米波雷达主要用于盲区探测。",chunk_000311,triple_pred_000382,0.9813,normal,1
node_877b2d9fb802,node_fa90327bd472,用于,毫米波雷达,自适应巡航,inputs/triples_all_reviewed.json,"在典型智能驾驶技术方案中,毫米波雷达常用于自适应巡航。",chunk_000311,triple_pred_000380,0.9844,normal,1
node_ab41bf10ba91,node_84476c817484,用于,激光雷达,定位,inputs/triples_all_reviewed.json,"U,就可以提供实时且准确的车辆定位信息。LIDAR被用于绘图、定位以及避障。它通过发射激光,并测量反射回来的时间来测",chunk_000007,triple_pred_000015,0.8492,normal,1
node_ab41bf10ba91,node_4706177134b0,用于,激光雷达,物体识别,inputs/triples_all_reviewed.json,"因为激光雷达提供了精确的关于深度的信息,所以它最初在自主驾驶汽车上是被用于物体识别和追踪的。",chunk_000009,triple_pred_000019,0.9746,normal,1
node_ab41bf10ba91,node_12c426c56dd7,用于,激光雷达,障碍物检测,inputs/triples_all_reviewed.json,"固态激光雷达通过其高精度传感器结构和实时数据处理算法,能够高效用于障碍物检测。",chunk_000270,triple_pred_000076,0.8705,normal,1
node_10423035beef,node_e1fa6f76ab77,用于,超声波传感器,泊车辅助,inputs/triples_all_reviewed.json,"在典型智能驾驶技术方案中,超声波传感器常用于泊车辅助。",chunk_000301,triple_pred_000274,0.9847,normal,1
node_302fc0c06692,node_c1b4ec2e4eb3,用于,长短期记忆网络,SOC预测,inputs/triples_all_reviewed.json,"在典型智能驾驶技术方案中,长短期记忆网络常用于SOC预测。",chunk_000304,triple_pred_000316,0.9866,normal,1
node_22b1e2ce1362,node_abae55b1bbb5,用于,长距离无线通信技术,即时互联网接入,inputs/triples_all_reviewed.json,"在典型智能驾驶技术方案中,长距离无线通信技术常用于即时互联网接入。",chunk_000309,triple_pred_000367,0.9856,normal,1
node_abb36bed746e,node_e98429298324,用于,驾驶员疲劳判别模型,疲劳检测,inputs/triples_all_reviewed.json,"在智能网联汽车相关任务中,驾驶员疲劳判别模型主要用于疲劳检测。",chunk_000305,triple_pred_000328,0.9728,normal,1
